source	key	candidate	revision	digest	census	licence_screen	revision_screen	fern_screen	disposition	evidence
github-publisher-trees	annotated-ref-target-closed-object	Adyen/adyen-openapi:json/CheckoutService-v40.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	7ed130262c6ec5ea41442029091e9417d34b1dc5206ee49e2b13a8428d41ce14	census 0	not-run: census found no declaration	not-run: census found no declaration	not-run: census found no declaration	rejected	documents.jsonl:35
github-publisher-trees	annotated-ref-target-closed-object	Adyen/adyen-openapi:json/CheckoutService-v41.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	bcb2c11c80a58f004fe04860a906e7a3203ec807181f404db739ca7ce49c5966	census 0	not-run: census found no declaration	not-run: census found no declaration	not-run: census found no declaration	rejected	documents.jsonl:36
github-publisher-trees	annotated-ref-target-closed-object	Adyen/adyen-openapi:json/CheckoutService-v46.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	e7633e1e0b406eae4f0b56e5b821f64a9106c50d2921d24a2c241744035c16c4	census 0	not-run: census found no declaration	not-run: census found no declaration	not-run: census found no declaration	rejected	documents.jsonl:37
github-publisher-trees	annotated-ref-target-closed-object	Adyen/adyen-openapi:json/CheckoutService-v49.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	d9c91d454b6e5f911d9e894584edb58a2c368c843eaefec3c29b0bf50cd4591a	census 0	not-run: census found no declaration	not-run: census found no declaration	not-run: census found no declaration	rejected	documents.jsonl:38
github-publisher-trees	annotated-ref-target-closed-object	Adyen/adyen-openapi:json/CheckoutService-v50.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	ec145b6371783737a3bd34b748d8369ec930ba03308e87e4048c9912442377a4	census 0	not-run: census found no declaration	not-run: census found no declaration	not-run: census found no declaration	rejected	documents.jsonl:39
github-publisher-trees	annotated-ref-target-closed-object	Adyen/adyen-openapi:json/CheckoutService-v51.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	45ba9e6af89bba87a92362d3aa17b4426bbd0059763b15c4469b232f7378a985	census 0	not-run: census found no declaration	not-run: census found no declaration	not-run: census found no declaration	rejected	documents.jsonl:40
github-publisher-trees	annotated-ref-target-closed-object	Adyen/adyen-openapi:json/CheckoutService-v52.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	19128c08ad0c929352322de367e74832caab6f682ca97a31255b7a877f32b583	census 0	not-run: census found no declaration	not-run: census found no declaration	not-run: census found no declaration	rejected	documents.jsonl:41
github-publisher-trees	annotated-ref-target-closed-object	Adyen/adyen-openapi:json/CheckoutService-v53.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	bd13379117da4efb3c38ea2b909bb440ea353f7df3b1e1c3ee9e79bc3af90ceb	census 0	not-run: census found no declaration	not-run: census found no declaration	not-run: census found no declaration	rejected	documents.jsonl:42
github-publisher-trees	annotated-ref-target-closed-object	Adyen/adyen-openapi:json/CheckoutService-v64.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	2e3286f3a46761cf6ae94e9ff004f3af4db357cd4ca47f98872a8c42c1c28ec7	census 0	not-run: census found no declaration	not-run: census found no declaration	not-run: census found no declaration	rejected	documents.jsonl:43
github-publisher-trees	annotated-ref-target-closed-object	Adyen/adyen-openapi:json/CheckoutService-v65.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	6240fc0856755c4a3f27da9530e347331bb0c93dac5897ee73693329bf5d9c94	census 0	not-run: census found no declaration	not-run: census found no declaration	not-run: census found no declaration	rejected	documents.jsonl:44
