key	source	outcome	planned_queries	answered_queries	unissued_queries	issued_incomplete	unacquired_candidates	failed_candidates	unscreened_declarers	unwalked_trees	refusals	candidate_records
annotated-ref-target-string-const	github-publisher-trees	search-incomplete	0	0	[]	[]	319	8	0	"[""github/rest-api-description@3cef12e8a02d612ad032473d4fb87266f2befeae: 319 documents outstanding"",""cnorlander/BuildRelay@e5f47309d1ca6fd28267de041e7ed2f61e477723: tree not listed"",""livepeer/ai-runner@50a742cee7c5789ef4a10f8117f30de3758366a9: tree not listed"",""kytos-ng/sdntrace_cp@269f4482ecd4125dc1c115e059dbce26b7269216: tree not listed"",""WithSecureOpenSource/gdpr-subject-rights-api@0d2775dbf1c0830671a9efd878f03ae1eaf97995: tree not listed"",""emergentmethods/flowdapt@e8f34d411564e6c0e6542fe67d0604c23de1cf91: tree not listed"",""OpenBanking-Brasil/specs-directory@37423cbc93982e05eac255db6226ed599a5baace: tree not listed"",""Alia5/steaminputdb.com@a2bd0c37fd3d22e6b9e153b49e9a6e7de5a00393: tree not listed"",""BreydenSummers/Waypoint@6eaa6f3ada167561c8d620d3f5148d4b22b65497: tree not listed"",""Lifetron710/atlas@4613aac6d5da72cce831c79157af9d495dfd25b8: tree not listed"",""PaulKov/dpone@7da0e0e6b873eedacb097ddbf1ddb2a961fa1ebb: tree not listed"",""VinhDat267/ATI_Project@cd26cea1a236e7f5a2514ce54cab73ed409f3c69: tree not listed"",""agenticdriver/agenticdriver@fb851f577341699decf232d1f556a73b545758bf: tree not listed"",""apostrophecms/apostrophe@14eab51cfa6114f9d98b6c6acb600564fc734587: tree not listed"",""apostrophecms/docs@125bb97075a87d8a1dffe5e765ebeb05af0c4c13: tree not listed"",""Chocobozzz/PeerTube@faa76bad2c1969a088ef1df38dc666dfe7259b5c: tree not listed"",""ChurchSuite/churchsuite-api@8464fbfc6290b6d84a71e728e802d693a7d8ffc2: tree not listed"",""Cosmian/kms@d3e5d8693ab7fee328a2185e53fda76efd09e8d9: tree not listed"",""Helicone/helicone@067d9290acb4f1fc9320e902fc67b4b399b50363: tree not listed"",""PaloAltoNetworks/pan.dev@4e989cdd4bbda669dc73c0d3f5db90bb4989bee3: tree not listed"",""auto-agent-protocol/auto-agent-protocol@5d31c27b11c36a018754f34830954d836a55afe5: tree not listed"",""truefoundry/trueforge@5adde289683b642203b06b39ca687e9d977ca7a5: tree not listed"",""kushin77/agent-orchestrator@9ae4441d1aca473286be9de0e69f87ab9b8daa25: tree not listed"",""magrathean-uk/teslatlas-protocol@e33a296d26fcef3936ccaf61ccc73b0f7469b7a2: tree not listed"",""magrathean-uk/teslatlas-sdk-typescript@beb79c922d130722c88ffd009300a00f20ea0a1b: tree not listed"",""roryqueue/cowards-game@1e368dd81d96dcb458ff78975a107c2d9b260ef9: tree not listed""]"	[]	witness-search-github-publisher-trees/records.tsv
annotated-ref-target-string-const	sourcegraph	search-incomplete	2	2	[]	[]	345	7	0	[]	[]	witness-search-sourcegraph/records.tsv
anyof-array-variant-anyof-nullable-item	github-code-search	search-incomplete	7	0	"[""\""anyOf:\"" \""type:\"" \""items:\"" \""type: array\"" filename:openapi.yaml"",""\""anyOf:\"" \""type:\"" \""items:\"" \""type: array\"" filename:openapi.yml"",""\""\\\""anyOf\\\""\"" \""\\\""type\\\""\"" \""\\\""items\\\""\"" \""array\"" filename:openapi.json"",""\""anyOf:\"" \""type:\"" \""items:\"" \""type: array\"" filename:swagger.yaml"",""\""\\\""anyOf\\\""\"" \""\\\""type\\\""\"" \""\\\""items\\\""\"" \""array\"" filename:swagger.json"",""\""anyOf:\"" \""type:\"" \""items:\"" \""type: array\"" path:openapi language:YAML"",""\""\\\""anyOf\\\""\"" \""\\\""type\\\""\"" \""\\\""items\\\""\"" \""array\"" path:openapi language:JSON""]"	[]	0	0	0	[]	[]	witness-search-github-code-search/records.tsv
anyof-array-variant-anyof-nullable-item	github-publisher-trees	search-incomplete	0	0	[]	[]	319	8	0	"[""github/rest-api-description@3cef12e8a02d612ad032473d4fb87266f2befeae: 319 documents outstanding"",""cnorlander/BuildRelay@e5f47309d1ca6fd28267de041e7ed2f61e477723: tree not listed"",""livepeer/ai-runner@50a742cee7c5789ef4a10f8117f30de3758366a9: tree not listed"",""kytos-ng/sdntrace_cp@269f4482ecd4125dc1c115e059dbce26b7269216: tree not listed"",""WithSecureOpenSource/gdpr-subject-rights-api@0d2775dbf1c0830671a9efd878f03ae1eaf97995: tree not listed"",""emergentmethods/flowdapt@e8f34d411564e6c0e6542fe67d0604c23de1cf91: tree not listed"",""OpenBanking-Brasil/specs-directory@37423cbc93982e05eac255db6226ed599a5baace: tree not listed"",""Alia5/steaminputdb.com@a2bd0c37fd3d22e6b9e153b49e9a6e7de5a00393: tree not listed"",""BreydenSummers/Waypoint@6eaa6f3ada167561c8d620d3f5148d4b22b65497: tree not listed"",""Lifetron710/atlas@4613aac6d5da72cce831c79157af9d495dfd25b8: tree not listed"",""PaulKov/dpone@7da0e0e6b873eedacb097ddbf1ddb2a961fa1ebb: tree not listed"",""VinhDat267/ATI_Project@cd26cea1a236e7f5a2514ce54cab73ed409f3c69: tree not listed"",""agenticdriver/agenticdriver@fb851f577341699decf232d1f556a73b545758bf: tree not listed"",""apostrophecms/apostrophe@14eab51cfa6114f9d98b6c6acb600564fc734587: tree not listed"",""apostrophecms/docs@125bb97075a87d8a1dffe5e765ebeb05af0c4c13: tree not listed"",""Chocobozzz/PeerTube@faa76bad2c1969a088ef1df38dc666dfe7259b5c: tree not listed"",""ChurchSuite/churchsuite-api@8464fbfc6290b6d84a71e728e802d693a7d8ffc2: tree not listed"",""Cosmian/kms@d3e5d8693ab7fee328a2185e53fda76efd09e8d9: tree not listed"",""Helicone/helicone@067d9290acb4f1fc9320e902fc67b4b399b50363: tree not listed"",""PaloAltoNetworks/pan.dev@4e989cdd4bbda669dc73c0d3f5db90bb4989bee3: tree not listed"",""auto-agent-protocol/auto-agent-protocol@5d31c27b11c36a018754f34830954d836a55afe5: tree not listed"",""truefoundry/trueforge@5adde289683b642203b06b39ca687e9d977ca7a5: tree not listed"",""kushin77/agent-orchestrator@9ae4441d1aca473286be9de0e69f87ab9b8daa25: tree not listed"",""magrathean-uk/teslatlas-protocol@e33a296d26fcef3936ccaf61ccc73b0f7469b7a2: tree not listed"",""magrathean-uk/teslatlas-sdk-typescript@beb79c922d130722c88ffd009300a00f20ea0a1b: tree not listed"",""roryqueue/cowards-game@1e368dd81d96dcb458ff78975a107c2d9b260ef9: tree not listed""]"	[]	witness-search-github-publisher-trees/records.tsv
anyof-array-variant-anyof-nullable-item	sourcegraph	search-incomplete	2	0	"[""file:(openapi|swagger).*\\.(yaml|yml)$ content:\""anyOf:\"" content:\""type:\"" content:\""items:\"" content:\""type: array\"" count:all type:file"",""file:(openapi|swagger).*\\.json$ content:\""\\\""anyOf\\\""\"" content:\""\\\""type\\\""\"" content:\""\\\""items\\\""\"" content:\""array\"" count:all type:file""]"	[]	0	0	0	[]	[]	witness-search-sourcegraph/records.tsv
anyof-array-variant-closed-object-item	github-code-search	search-incomplete	7	0	"[""\""anyOf:\"" \""type:\"" \""items:\"" \""additionalProperties:\"" \""type: array\"" filename:openapi.yaml"",""\""anyOf:\"" \""type:\"" \""items:\"" \""additionalProperties:\"" \""type: array\"" filename:openapi.yml"",""\""\\\""anyOf\\\""\"" \""\\\""type\\\""\"" \""\\\""items\\\""\"" \""\\\""additionalProperties\\\""\"" \""array\"" filename:openapi.json"",""\""anyOf:\"" \""type:\"" \""items:\"" \""additionalProperties:\"" \""type: array\"" filename:swagger.yaml"",""\""\\\""anyOf\\\""\"" \""\\\""type\\\""\"" \""\\\""items\\\""\"" \""\\\""additionalProperties\\\""\"" \""array\"" filename:swagger.json"",""\""anyOf:\"" \""type:\"" \""items:\"" \""additionalProperties:\"" \""type: array\"" path:openapi language:YAML"",""\""\\\""anyOf\\\""\"" \""\\\""type\\\""\"" \""\\\""items\\\""\"" \""\\\""additionalProperties\\\""\"" \""array\"" path:openapi language:JSON""]"	[]	0	0	0	[]	[]	witness-search-github-code-search/records.tsv
anyof-array-variant-closed-object-item	github-publisher-trees	search-incomplete	0	0	[]	[]	319	8	0	"[""github/rest-api-description@3cef12e8a02d612ad032473d4fb87266f2befeae: 319 documents outstanding"",""cnorlander/BuildRelay@e5f47309d1ca6fd28267de041e7ed2f61e477723: tree not listed"",""livepeer/ai-runner@50a742cee7c5789ef4a10f8117f30de3758366a9: tree not listed"",""kytos-ng/sdntrace_cp@269f4482ecd4125dc1c115e059dbce26b7269216: tree not listed"",""WithSecureOpenSource/gdpr-subject-rights-api@0d2775dbf1c0830671a9efd878f03ae1eaf97995: tree not listed"",""emergentmethods/flowdapt@e8f34d411564e6c0e6542fe67d0604c23de1cf91: tree not listed"",""OpenBanking-Brasil/specs-directory@37423cbc93982e05eac255db6226ed599a5baace: tree not listed"",""Alia5/steaminputdb.com@a2bd0c37fd3d22e6b9e153b49e9a6e7de5a00393: tree not listed"",""BreydenSummers/Waypoint@6eaa6f3ada167561c8d620d3f5148d4b22b65497: tree not listed"",""Lifetron710/atlas@4613aac6d5da72cce831c79157af9d495dfd25b8: tree not listed"",""PaulKov/dpone@7da0e0e6b873eedacb097ddbf1ddb2a961fa1ebb: tree not listed"",""VinhDat267/ATI_Project@cd26cea1a236e7f5a2514ce54cab73ed409f3c69: tree not listed"",""agenticdriver/agenticdriver@fb851f577341699decf232d1f556a73b545758bf: tree not listed"",""apostrophecms/apostrophe@14eab51cfa6114f9d98b6c6acb600564fc734587: tree not listed"",""apostrophecms/docs@125bb97075a87d8a1dffe5e765ebeb05af0c4c13: tree not listed"",""Chocobozzz/PeerTube@faa76bad2c1969a088ef1df38dc666dfe7259b5c: tree not listed"",""ChurchSuite/churchsuite-api@8464fbfc6290b6d84a71e728e802d693a7d8ffc2: tree not listed"",""Cosmian/kms@d3e5d8693ab7fee328a2185e53fda76efd09e8d9: tree not listed"",""Helicone/helicone@067d9290acb4f1fc9320e902fc67b4b399b50363: tree not listed"",""PaloAltoNetworks/pan.dev@4e989cdd4bbda669dc73c0d3f5db90bb4989bee3: tree not listed"",""auto-agent-protocol/auto-agent-protocol@5d31c27b11c36a018754f34830954d836a55afe5: tree not listed"",""truefoundry/trueforge@5adde289683b642203b06b39ca687e9d977ca7a5: tree not listed"",""kushin77/agent-orchestrator@9ae4441d1aca473286be9de0e69f87ab9b8daa25: tree not listed"",""magrathean-uk/teslatlas-protocol@e33a296d26fcef3936ccaf61ccc73b0f7469b7a2: tree not listed"",""magrathean-uk/teslatlas-sdk-typescript@beb79c922d130722c88ffd009300a00f20ea0a1b: tree not listed"",""roryqueue/cowards-game@1e368dd81d96dcb458ff78975a107c2d9b260ef9: tree not listed""]"	[]	witness-search-github-publisher-trees/records.tsv
anyof-array-variant-closed-object-item	sourcegraph	search-incomplete	2	0	"[""file:(openapi|swagger).*\\.(yaml|yml)$ content:\""anyOf:\"" content:\""type:\"" content:\""items:\"" content:\""additionalProperties:\"" content:\""type: array\"" count:all type:file"",""file:(openapi|swagger).*\\.json$ content:\""\\\""anyOf\\\""\"" content:\""\\\""type\\\""\"" content:\""\\\""items\\\""\"" content:\""\\\""additionalProperties\\\""\"" content:\""array\"" count:all type:file""]"	[]	0	0	0	[]	[]	witness-search-sourcegraph/records.tsv
anyof-array-variant-empty-object-item	github-code-search	search-incomplete	7	0	"[""\""anyOf:\"" \""type:\"" \""items:\"" \""additionalProperties:\"" \""properties:\"" \""type: array\"" filename:openapi.yaml"",""\""anyOf:\"" \""type:\"" \""items:\"" \""additionalProperties:\"" \""properties:\"" \""type: array\"" filename:openapi.yml"",""\""\\\""anyOf\\\""\"" \""\\\""type\\\""\"" \""\\\""items\\\""\"" \""\\\""additionalProperties\\\""\"" \""\\\""properties\\\""\"" \""array\"" filename:openapi.json"",""\""anyOf:\"" \""type:\"" \""items:\"" \""additionalProperties:\"" \""properties:\"" \""type: array\"" filename:swagger.yaml"",""\""\\\""anyOf\\\""\"" \""\\\""type\\\""\"" \""\\\""items\\\""\"" \""\\\""additionalProperties\\\""\"" \""\\\""properties\\\""\"" \""array\"" filename:swagger.json"",""\""anyOf:\"" \""type:\"" \""items:\"" \""additionalProperties:\"" \""properties:\"" \""type: array\"" path:openapi language:YAML"",""\""\\\""anyOf\\\""\"" \""\\\""type\\\""\"" \""\\\""items\\\""\"" \""\\\""additionalProperties\\\""\"" \""\\\""properties\\\""\"" \""array\"" path:openapi language:JSON""]"	[]	0	0	0	[]	[]	witness-search-github-code-search/records.tsv
anyof-array-variant-empty-object-item	github-publisher-trees	search-incomplete	0	0	[]	[]	319	8	0	"[""github/rest-api-description@3cef12e8a02d612ad032473d4fb87266f2befeae: 319 documents outstanding"",""cnorlander/BuildRelay@e5f47309d1ca6fd28267de041e7ed2f61e477723: tree not listed"",""livepeer/ai-runner@50a742cee7c5789ef4a10f8117f30de3758366a9: tree not listed"",""kytos-ng/sdntrace_cp@269f4482ecd4125dc1c115e059dbce26b7269216: tree not listed"",""WithSecureOpenSource/gdpr-subject-rights-api@0d2775dbf1c0830671a9efd878f03ae1eaf97995: tree not listed"",""emergentmethods/flowdapt@e8f34d411564e6c0e6542fe67d0604c23de1cf91: tree not listed"",""OpenBanking-Brasil/specs-directory@37423cbc93982e05eac255db6226ed599a5baace: tree not listed"",""Alia5/steaminputdb.com@a2bd0c37fd3d22e6b9e153b49e9a6e7de5a00393: tree not listed"",""BreydenSummers/Waypoint@6eaa6f3ada167561c8d620d3f5148d4b22b65497: tree not listed"",""Lifetron710/atlas@4613aac6d5da72cce831c79157af9d495dfd25b8: tree not listed"",""PaulKov/dpone@7da0e0e6b873eedacb097ddbf1ddb2a961fa1ebb: tree not listed"",""VinhDat267/ATI_Project@cd26cea1a236e7f5a2514ce54cab73ed409f3c69: tree not listed"",""agenticdriver/agenticdriver@fb851f577341699decf232d1f556a73b545758bf: tree not listed"",""apostrophecms/apostrophe@14eab51cfa6114f9d98b6c6acb600564fc734587: tree not listed"",""apostrophecms/docs@125bb97075a87d8a1dffe5e765ebeb05af0c4c13: tree not listed"",""Chocobozzz/PeerTube@faa76bad2c1969a088ef1df38dc666dfe7259b5c: tree not listed"",""ChurchSuite/churchsuite-api@8464fbfc6290b6d84a71e728e802d693a7d8ffc2: tree not listed"",""Cosmian/kms@d3e5d8693ab7fee328a2185e53fda76efd09e8d9: tree not listed"",""Helicone/helicone@067d9290acb4f1fc9320e902fc67b4b399b50363: tree not listed"",""PaloAltoNetworks/pan.dev@4e989cdd4bbda669dc73c0d3f5db90bb4989bee3: tree not listed"",""auto-agent-protocol/auto-agent-protocol@5d31c27b11c36a018754f34830954d836a55afe5: tree not listed"",""truefoundry/trueforge@5adde289683b642203b06b39ca687e9d977ca7a5: tree not listed"",""kushin77/agent-orchestrator@9ae4441d1aca473286be9de0e69f87ab9b8daa25: tree not listed"",""magrathean-uk/teslatlas-protocol@e33a296d26fcef3936ccaf61ccc73b0f7469b7a2: tree not listed"",""magrathean-uk/teslatlas-sdk-typescript@beb79c922d130722c88ffd009300a00f20ea0a1b: tree not listed"",""roryqueue/cowards-game@1e368dd81d96dcb458ff78975a107c2d9b260ef9: tree not listed""]"	[]	witness-search-github-publisher-trees/records.tsv
anyof-array-variant-empty-object-item	sourcegraph	search-incomplete	2	0	"[""file:(openapi|swagger).*\\.(yaml|yml)$ content:\""anyOf:\"" content:\""type:\"" content:\""items:\"" content:\""additionalProperties:\"" content:\""properties:\"" content:\""type: array\"" count:all type:file"",""file:(openapi|swagger).*\\.json$ content:\""\\\""anyOf\\\""\"" content:\""\\\""type\\\""\"" content:\""\\\""items\\\""\"" content:\""\\\""additionalProperties\\\""\"" content:\""\\\""properties\\\""\"" content:\""array\"" count:all type:file""]"	[]	0	0	0	[]	[]	witness-search-sourcegraph/records.tsv
anyof-array-variant-oneof-nullable-item	github-code-search	search-incomplete	7	0	"[""\""anyOf:\"" \""type:\"" \""items:\"" \""oneOf:\"" \""type: array\"" filename:openapi.yaml"",""\""anyOf:\"" \""type:\"" \""items:\"" \""oneOf:\"" \""type: array\"" filename:openapi.yml"",""\""\\\""anyOf\\\""\"" \""\\\""type\\\""\"" \""\\\""items\\\""\"" \""\\\""oneOf\\\""\"" \""array\"" filename:openapi.json"",""\""anyOf:\"" \""type:\"" \""items:\"" \""oneOf:\"" \""type: array\"" filename:swagger.yaml"",""\""\\\""anyOf\\\""\"" \""\\\""type\\\""\"" \""\\\""items\\\""\"" \""\\\""oneOf\\\""\"" \""array\"" filename:swagger.json"",""\""anyOf:\"" \""type:\"" \""items:\"" \""oneOf:\"" \""type: array\"" path:openapi language:YAML"",""\""\\\""anyOf\\\""\"" \""\\\""type\\\""\"" \""\\\""items\\\""\"" \""\\\""oneOf\\\""\"" \""array\"" path:openapi language:JSON""]"	[]	0	0	0	[]	[]	witness-search-github-code-search/records.tsv
anyof-array-variant-oneof-nullable-item	github-publisher-trees	search-incomplete	0	0	[]	[]	319	8	0	"[""github/rest-api-description@3cef12e8a02d612ad032473d4fb87266f2befeae: 319 documents outstanding"",""cnorlander/BuildRelay@e5f47309d1ca6fd28267de041e7ed2f61e477723: tree not listed"",""livepeer/ai-runner@50a742cee7c5789ef4a10f8117f30de3758366a9: tree not listed"",""kytos-ng/sdntrace_cp@269f4482ecd4125dc1c115e059dbce26b7269216: tree not listed"",""WithSecureOpenSource/gdpr-subject-rights-api@0d2775dbf1c0830671a9efd878f03ae1eaf97995: tree not listed"",""emergentmethods/flowdapt@e8f34d411564e6c0e6542fe67d0604c23de1cf91: tree not listed"",""OpenBanking-Brasil/specs-directory@37423cbc93982e05eac255db6226ed599a5baace: tree not listed"",""Alia5/steaminputdb.com@a2bd0c37fd3d22e6b9e153b49e9a6e7de5a00393: tree not listed"",""BreydenSummers/Waypoint@6eaa6f3ada167561c8d620d3f5148d4b22b65497: tree not listed"",""Lifetron710/atlas@4613aac6d5da72cce831c79157af9d495dfd25b8: tree not listed"",""PaulKov/dpone@7da0e0e6b873eedacb097ddbf1ddb2a961fa1ebb: tree not listed"",""VinhDat267/ATI_Project@cd26cea1a236e7f5a2514ce54cab73ed409f3c69: tree not listed"",""agenticdriver/agenticdriver@fb851f577341699decf232d1f556a73b545758bf: tree not listed"",""apostrophecms/apostrophe@14eab51cfa6114f9d98b6c6acb600564fc734587: tree not listed"",""apostrophecms/docs@125bb97075a87d8a1dffe5e765ebeb05af0c4c13: tree not listed"",""Chocobozzz/PeerTube@faa76bad2c1969a088ef1df38dc666dfe7259b5c: tree not listed"",""ChurchSuite/churchsuite-api@8464fbfc6290b6d84a71e728e802d693a7d8ffc2: tree not listed"",""Cosmian/kms@d3e5d8693ab7fee328a2185e53fda76efd09e8d9: tree not listed"",""Helicone/helicone@067d9290acb4f1fc9320e902fc67b4b399b50363: tree not listed"",""PaloAltoNetworks/pan.dev@4e989cdd4bbda669dc73c0d3f5db90bb4989bee3: tree not listed"",""auto-agent-protocol/auto-agent-protocol@5d31c27b11c36a018754f34830954d836a55afe5: tree not listed"",""truefoundry/trueforge@5adde289683b642203b06b39ca687e9d977ca7a5: tree not listed"",""kushin77/agent-orchestrator@9ae4441d1aca473286be9de0e69f87ab9b8daa25: tree not listed"",""magrathean-uk/teslatlas-protocol@e33a296d26fcef3936ccaf61ccc73b0f7469b7a2: tree not listed"",""magrathean-uk/teslatlas-sdk-typescript@beb79c922d130722c88ffd009300a00f20ea0a1b: tree not listed"",""roryqueue/cowards-game@1e368dd81d96dcb458ff78975a107c2d9b260ef9: tree not listed""]"	[]	witness-search-github-publisher-trees/records.tsv
anyof-array-variant-oneof-nullable-item	sourcegraph	search-incomplete	2	0	"[""file:(openapi|swagger).*\\.(yaml|yml)$ content:\""anyOf:\"" content:\""type:\"" content:\""items:\"" content:\""oneOf:\"" content:\""type: array\"" count:all type:file"",""file:(openapi|swagger).*\\.json$ content:\""\\\""anyOf\\\""\"" content:\""\\\""type\\\""\"" content:\""\\\""items\\\""\"" content:\""\\\""oneOf\\\""\"" content:\""array\"" count:all type:file""]"	[]	0	0	0	[]	[]	witness-search-sourcegraph/records.tsv
anyof-array-variant-struct-item	github-code-search	search-incomplete	7	0	"[""\""anyOf:\"" \""type:\"" \""items:\"" \""properties:\"" \""type: array\"" filename:openapi.yaml"",""\""anyOf:\"" \""type:\"" \""items:\"" \""properties:\"" \""type: array\"" filename:openapi.yml"",""\""\\\""anyOf\\\""\"" \""\\\""type\\\""\"" \""\\\""items\\\""\"" \""\\\""properties\\\""\"" \""array\"" filename:openapi.json"",""\""anyOf:\"" \""type:\"" \""items:\"" \""properties:\"" \""type: array\"" filename:swagger.yaml"",""\""\\\""anyOf\\\""\"" \""\\\""type\\\""\"" \""\\\""items\\\""\"" \""\\\""properties\\\""\"" \""array\"" filename:swagger.json"",""\""anyOf:\"" \""type:\"" \""items:\"" \""properties:\"" \""type: array\"" path:openapi language:YAML"",""\""\\\""anyOf\\\""\"" \""\\\""type\\\""\"" \""\\\""items\\\""\"" \""\\\""properties\\\""\"" \""array\"" path:openapi language:JSON""]"	[]	0	0	0	[]	[]	witness-search-github-code-search/records.tsv
anyof-array-variant-struct-item	github-publisher-trees	search-incomplete	0	0	[]	[]	319	8	33	"[""github/rest-api-description@3cef12e8a02d612ad032473d4fb87266f2befeae: 319 documents outstanding"",""cnorlander/BuildRelay@e5f47309d1ca6fd28267de041e7ed2f61e477723: tree not listed"",""livepeer/ai-runner@50a742cee7c5789ef4a10f8117f30de3758366a9: tree not listed"",""kytos-ng/sdntrace_cp@269f4482ecd4125dc1c115e059dbce26b7269216: tree not listed"",""WithSecureOpenSource/gdpr-subject-rights-api@0d2775dbf1c0830671a9efd878f03ae1eaf97995: tree not listed"",""emergentmethods/flowdapt@e8f34d411564e6c0e6542fe67d0604c23de1cf91: tree not listed"",""OpenBanking-Brasil/specs-directory@37423cbc93982e05eac255db6226ed599a5baace: tree not listed"",""Alia5/steaminputdb.com@a2bd0c37fd3d22e6b9e153b49e9a6e7de5a00393: tree not listed"",""BreydenSummers/Waypoint@6eaa6f3ada167561c8d620d3f5148d4b22b65497: tree not listed"",""Lifetron710/atlas@4613aac6d5da72cce831c79157af9d495dfd25b8: tree not listed"",""PaulKov/dpone@7da0e0e6b873eedacb097ddbf1ddb2a961fa1ebb: tree not listed"",""VinhDat267/ATI_Project@cd26cea1a236e7f5a2514ce54cab73ed409f3c69: tree not listed"",""agenticdriver/agenticdriver@fb851f577341699decf232d1f556a73b545758bf: tree not listed"",""apostrophecms/apostrophe@14eab51cfa6114f9d98b6c6acb600564fc734587: tree not listed"",""apostrophecms/docs@125bb97075a87d8a1dffe5e765ebeb05af0c4c13: tree not listed"",""Chocobozzz/PeerTube@faa76bad2c1969a088ef1df38dc666dfe7259b5c: tree not listed"",""ChurchSuite/churchsuite-api@8464fbfc6290b6d84a71e728e802d693a7d8ffc2: tree not listed"",""Cosmian/kms@d3e5d8693ab7fee328a2185e53fda76efd09e8d9: tree not listed"",""Helicone/helicone@067d9290acb4f1fc9320e902fc67b4b399b50363: tree not listed"",""PaloAltoNetworks/pan.dev@4e989cdd4bbda669dc73c0d3f5db90bb4989bee3: tree not listed"",""auto-agent-protocol/auto-agent-protocol@5d31c27b11c36a018754f34830954d836a55afe5: tree not listed"",""truefoundry/trueforge@5adde289683b642203b06b39ca687e9d977ca7a5: tree not listed"",""kushin77/agent-orchestrator@9ae4441d1aca473286be9de0e69f87ab9b8daa25: tree not listed"",""magrathean-uk/teslatlas-protocol@e33a296d26fcef3936ccaf61ccc73b0f7469b7a2: tree not listed"",""magrathean-uk/teslatlas-sdk-typescript@beb79c922d130722c88ffd009300a00f20ea0a1b: tree not listed"",""roryqueue/cowards-game@1e368dd81d96dcb458ff78975a107c2d9b260ef9: tree not listed""]"	[]	witness-search-github-publisher-trees/records.tsv
anyof-array-variant-struct-item	sourcegraph	search-incomplete	2	0	"[""file:(openapi|swagger).*\\.(yaml|yml)$ content:\""anyOf:\"" content:\""type:\"" content:\""items:\"" content:\""properties:\"" content:\""type: array\"" count:all type:file"",""file:(openapi|swagger).*\\.json$ content:\""\\\""anyOf\\\""\"" content:\""\\\""type\\\""\"" content:\""\\\""items\\\""\"" content:\""\\\""properties\\\""\"" content:\""array\"" count:all type:file""]"	[]	0	0	0	[]	[]	witness-search-sourcegraph/records.tsv
array-item-inheritance-union	github-code-search	search-incomplete	7	0	"[""\""items:\"" \""discriminator:\"" filename:openapi.yaml"",""\""items:\"" \""discriminator:\"" filename:openapi.yml"",""\""\\\""items\\\""\"" \""\\\""discriminator\\\""\"" filename:openapi.json"",""\""items:\"" \""discriminator:\"" filename:swagger.yaml"",""\""\\\""items\\\""\"" \""\\\""discriminator\\\""\"" filename:swagger.json"",""\""items:\"" \""discriminator:\"" path:openapi language:YAML"",""\""\\\""items\\\""\"" \""\\\""discriminator\\\""\"" path:openapi language:JSON""]"	[]	0	0	0	[]	[]	witness-search-github-code-search/records.tsv
array-item-inheritance-union	github-publisher-trees	search-incomplete	0	0	[]	[]	319	8	0	"[""github/rest-api-description@3cef12e8a02d612ad032473d4fb87266f2befeae: 319 documents outstanding"",""cnorlander/BuildRelay@e5f47309d1ca6fd28267de041e7ed2f61e477723: tree not listed"",""livepeer/ai-runner@50a742cee7c5789ef4a10f8117f30de3758366a9: tree not listed"",""kytos-ng/sdntrace_cp@269f4482ecd4125dc1c115e059dbce26b7269216: tree not listed"",""WithSecureOpenSource/gdpr-subject-rights-api@0d2775dbf1c0830671a9efd878f03ae1eaf97995: tree not listed"",""emergentmethods/flowdapt@e8f34d411564e6c0e6542fe67d0604c23de1cf91: tree not listed"",""OpenBanking-Brasil/specs-directory@37423cbc93982e05eac255db6226ed599a5baace: tree not listed"",""Alia5/steaminputdb.com@a2bd0c37fd3d22e6b9e153b49e9a6e7de5a00393: tree not listed"",""BreydenSummers/Waypoint@6eaa6f3ada167561c8d620d3f5148d4b22b65497: tree not listed"",""Lifetron710/atlas@4613aac6d5da72cce831c79157af9d495dfd25b8: tree not listed"",""PaulKov/dpone@7da0e0e6b873eedacb097ddbf1ddb2a961fa1ebb: tree not listed"",""VinhDat267/ATI_Project@cd26cea1a236e7f5a2514ce54cab73ed409f3c69: tree not listed"",""agenticdriver/agenticdriver@fb851f577341699decf232d1f556a73b545758bf: tree not listed"",""apostrophecms/apostrophe@14eab51cfa6114f9d98b6c6acb600564fc734587: tree not listed"",""apostrophecms/docs@125bb97075a87d8a1dffe5e765ebeb05af0c4c13: tree not listed"",""Chocobozzz/PeerTube@faa76bad2c1969a088ef1df38dc666dfe7259b5c: tree not listed"",""ChurchSuite/churchsuite-api@8464fbfc6290b6d84a71e728e802d693a7d8ffc2: tree not listed"",""Cosmian/kms@d3e5d8693ab7fee328a2185e53fda76efd09e8d9: tree not listed"",""Helicone/helicone@067d9290acb4f1fc9320e902fc67b4b399b50363: tree not listed"",""PaloAltoNetworks/pan.dev@4e989cdd4bbda669dc73c0d3f5db90bb4989bee3: tree not listed"",""auto-agent-protocol/auto-agent-protocol@5d31c27b11c36a018754f34830954d836a55afe5: tree not listed"",""truefoundry/trueforge@5adde289683b642203b06b39ca687e9d977ca7a5: tree not listed"",""kushin77/agent-orchestrator@9ae4441d1aca473286be9de0e69f87ab9b8daa25: tree not listed"",""magrathean-uk/teslatlas-protocol@e33a296d26fcef3936ccaf61ccc73b0f7469b7a2: tree not listed"",""magrathean-uk/teslatlas-sdk-typescript@beb79c922d130722c88ffd009300a00f20ea0a1b: tree not listed"",""roryqueue/cowards-game@1e368dd81d96dcb458ff78975a107c2d9b260ef9: tree not listed""]"	[]	witness-search-github-publisher-trees/records.tsv
