repository	path	sha256	pinned_refs	sources	classification	declared_keys	licence	ref_screen	fern	disposition	evidence	screen_evidence
api-evangelist/emarsys	openapi/_original/emarsys-contacts-openapi.yml	ec7dd8c19d6ac3025693b8048a8a241d233522317290bd309f91c8a5664483ed	d268fb04b32ee5e10a04c32050588601c29acdc3	github-code-search	excluded-non-openapi-3	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	excluded-non-openapi-3	witness-search-github-code-search/candidates.jsonl:331	not-applicable-no-declaration
api-evangelist/emarsys	openapi/_original/emarsys-email-campaign-lifecycle-openapi.yml	4133ad9b11305e127e76d9de66c0ba02baf985b07f21166e8b45cde549a8dbb7	d268fb04b32ee5e10a04c32050588601c29acdc3	github-code-search	excluded-non-openapi-3	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	excluded-non-openapi-3	witness-search-github-code-search/candidates.jsonl:332	not-applicable-no-declaration
api-evangelist/emarsys	openapi/_original/emarsys-email-campaigns-openapi.yml	b99a137bdd7b1d5b5f2b77c05ff9dc99a857df6973612195102ea4a8f839a565	d268fb04b32ee5e10a04c32050588601c29acdc3	github-code-search	excluded-non-openapi-3	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	excluded-non-openapi-3	witness-search-github-code-search/candidates.jsonl:333	not-applicable-no-declaration
api-evangelist/emarsys	openapi/_original/emarsys-email-templates-openapi.yml	67a3e42c18abe7ed5ceca4d57361de1fd6c11832ad069b2f2fce71c396cdb287	d268fb04b32ee5e10a04c32050588601c29acdc3	github-code-search	excluded-non-openapi-3	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	excluded-non-openapi-3	witness-search-github-code-search/candidates.jsonl:334	not-applicable-no-declaration
api-evangelist/emarsys	openapi/_original/emarsys-events-openapi.yml	7ee1922010eb29d0a3017f19283cb5d7cc6d46ffd07c1c661dad20107487c579	d268fb04b32ee5e10a04c32050588601c29acdc3	github-code-search	excluded-non-openapi-3	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	excluded-non-openapi-3	witness-search-github-code-search/candidates.jsonl:335	not-applicable-no-declaration
api-evangelist/emarsys	openapi/_original/emarsys-fields-openapi.yml	9467bbca405d739fbcdf5e280ef47053e98f8cb5d53aea72442a3ac66c9ad3f8	d268fb04b32ee5e10a04c32050588601c29acdc3	github-code-search	excluded-non-openapi-3	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	excluded-non-openapi-3	witness-search-github-code-search/candidates.jsonl:336	not-applicable-no-declaration
api-evangelist/emarsys	openapi/_original/emarsys-forms-openapi.yml	2d3d650d1526e6e523033ad96a0273343945eac85ac6ffaca8a6973cfe78481d	d268fb04b32ee5e10a04c32050588601c29acdc3	github-code-search	excluded-non-openapi-3	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	excluded-non-openapi-3	witness-search-github-code-search/candidates.jsonl:337	not-applicable-no-declaration
api-evangelist/emarsys	openapi/_original/emarsys-keys-openapi.yml	c28a866fc1a1fce90f4cba5b2c443f65e8166004e8f5b55241fa97b799d97c11	d268fb04b32ee5e10a04c32050588601c29acdc3	github-code-search	excluded-non-openapi-3	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	excluded-non-openapi-3	witness-search-github-code-search/candidates.jsonl:338	not-applicable-no-declaration
api-evangelist/emarsys	openapi/_original/emarsys-media-database-openapi.yml	84b7c65a2ad8c69ed2d9125a257e81a271f896691246063d8446f469f26a1d2b	d268fb04b32ee5e10a04c32050588601c29acdc3	github-code-search	excluded-non-openapi-3	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	excluded-non-openapi-3	witness-search-github-code-search/candidates.jsonl:339	not-applicable-no-declaration
api-evangelist/emarsys	openapi/_original/emarsys-programs-openapi.yml	493cc579f5c58301cf84494686d245a1c31e3964db9f46ab5d703cb6ef6ba0b5	d268fb04b32ee5e10a04c32050588601c29acdc3	github-code-search	excluded-non-openapi-3	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	excluded-non-openapi-3	witness-search-github-code-search/candidates.jsonl:340	not-applicable-no-declaration
api-evangelist/emarsys	openapi/_original/emarsys-relational-data-openapi.yml	4794bf96bc7a920996507b9424d77987735dcf9b022f12eec127ab6148b640e6	d268fb04b32ee5e10a04c32050588601c29acdc3	github-code-search	excluded-non-openapi-3	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	excluded-non-openapi-3	witness-search-github-code-search/candidates.jsonl:341	not-applicable-no-declaration
api-evangelist/emarsys	openapi/_original/emarsys-sections-openapi.yml	02d42a4a2cc7c7d489df0c3940c6a26dc00b8dbd4a9c452b4c2914a56054c372	d268fb04b32ee5e10a04c32050588601c29acdc3	github-code-search	excluded-non-openapi-3	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	excluded-non-openapi-3	witness-search-github-code-search/candidates.jsonl:342	not-applicable-no-declaration
api-evangelist/emarsys	openapi/_original/emarsys-segments-openapi.yml	5915d0959fa9bba940ea920f0809f21745e2278d57b4706489a578c40653a46c	d268fb04b32ee5e10a04c32050588601c29acdc3	github-code-search	excluded-non-openapi-3	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	excluded-non-openapi-3	witness-search-github-code-search/candidates.jsonl:343	not-applicable-no-declaration
api-evangelist/emarsys	openapi/_original/emarsys-tracked-links-openapi.yml	ada0cd476a41a6d3171a96ad58ca9aa79b0c1634e368e754c2e3b9a8bfe92b41	d268fb04b32ee5e10a04c32050588601c29acdc3	github-code-search	excluded-non-openapi-3	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	excluded-non-openapi-3	witness-search-github-code-search/candidates.jsonl:344	not-applicable-no-declaration
api-evangelist/factset	openapi/_original/factset-open-factset-marketplace-api-openapi.yml	7ffd966103c3c17698b5e057b2838d4b6be16c954c847f1cfaa3582bd011a61c	6808423180b555fa32fd6ed2e65576db78075b8a	github-code-search	excluded-non-openapi-3	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	excluded-non-openapi-3	witness-search-github-code-search/candidates.jsonl:345	not-applicable-no-declaration
api-evangelist/factset	openapi/_superseded/factset-used-api-openapi.yml	5c204cb8896c75c2430e133a8066925479eb408eaa4f64781648a7c3ef4dd612	6808423180b555fa32fd6ed2e65576db78075b8a	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:346	not-applicable-no-declaration
api-evangelist/fatcat	openapi/_original/openapi.yml	242d49baae9a66f326f942bc5facaa94f5f0fa0e8a3f3439200e1d7694cb8c2d	d374842b5ea1adcd48c3e0edcc424a3a63d56355	github-code-search	excluded-non-openapi-3	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	excluded-non-openapi-3	witness-search-github-code-search/candidates.jsonl:347	not-applicable-no-declaration
api-evangelist/fhir	openapi/fhir-allergy-intolerance-api-openapi.yml	deac6c22aebd9904ef6b7ccad2ef9c89fc704ebaa36192c3e25abedff70d3c62	761373e2bcfddaab86157e22b62a8e380ff5e99c	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:348	not-applicable-no-declaration
api-evangelist/fhir	openapi/fhir-care-plan-api-openapi.yml	36991429e3df2f7227f5b6f3a47acb975db8cc8d4279dfd15a14bc7e972e8219	761373e2bcfddaab86157e22b62a8e380ff5e99c	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:349	not-applicable-no-declaration
api-evangelist/fhir	openapi/fhir-careteam-api-openapi.yml	0588dbed504ab4f4712d365b97b75736ed73200483521c2ba86de54b19ded443	761373e2bcfddaab86157e22b62a8e380ff5e99c	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:350	not-applicable-no-declaration
api-evangelist/fhir	openapi/fhir-condition-api-openapi.yml	e978f93d0c058189fd0a1f1a09b0dff5f0f5da57629ec63877363470f8cbf23a	761373e2bcfddaab86157e22b62a8e380ff5e99c	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:351	not-applicable-no-declaration
api-evangelist/fhir	openapi/fhir-coverage-api-openapi.yml	dc4277786626685bc86557b58018b9b223334e2825ecbd162bbd8eda1abde95c	761373e2bcfddaab86157e22b62a8e380ff5e99c	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:352	not-applicable-no-declaration
api-evangelist/fhir	openapi/fhir-device-api-openapi.yml	5ebbc83e689342adcc57f027fe5b7561a6a7837f0b9336d62c7e2b6203117aaa	761373e2bcfddaab86157e22b62a8e380ff5e99c	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:353	not-applicable-no-declaration
api-evangelist/fhir	openapi/fhir-diagnosticreport-api-openapi.yml	fed87437814542a238711ae90fa22e8b8c0a6993762cf272cd60c78a6de5bbbc	761373e2bcfddaab86157e22b62a8e380ff5e99c	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:354	not-applicable-no-declaration
api-evangelist/fhir	openapi/fhir-document-reference-api-openapi.yml	c2d69358c1319c661df13d0f414a5f17e77aefbc0387fa276ae3dc241b47d5b6	761373e2bcfddaab86157e22b62a8e380ff5e99c	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:355	not-applicable-no-declaration
api-evangelist/fhir	openapi/fhir-encounter-api-openapi.yml	fb4479f48f89d206938e5e91eb91f3af188790b16d7bdd27c580123d0d09a343	761373e2bcfddaab86157e22b62a8e380ff5e99c	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:356	not-applicable-no-declaration
api-evangelist/fhir	openapi/fhir-endpoint-api-openapi.yml	3f596700ea43fbc409c00e45c4c946e520016cfa6f5752f903759c4fef52e5a9	761373e2bcfddaab86157e22b62a8e380ff5e99c	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:357	not-applicable-no-declaration
api-evangelist/fhir	openapi/fhir-fast-healthcare-interoperability-resources-fhir-api-openapi.yml	5387754660c6a2919317540099ff107f15147507f43206140e77d340a73c6fbb	761373e2bcfddaab86157e22b62a8e380ff5e99c	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:358	not-applicable-no-declaration
api-evangelist/fhir	openapi/fhir-goal-api-openapi.yml	7fbcfe1ea9c468a595647566c74f0f37025762971373dcb86100fdd26dcf9d76	761373e2bcfddaab86157e22b62a8e380ff5e99c	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:359	not-applicable-no-declaration
api-evangelist/fhir	openapi/fhir-healthcare-service-api-openapi.yml	efcfc9ab15a7b4c1d3d416298948718a7230675a5ac0955e68dec8f59adf0f93	761373e2bcfddaab86157e22b62a8e380ff5e99c	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:360	not-applicable-no-declaration
api-evangelist/fhir	openapi/fhir-history-api-openapi.yml	9e4016471a03ad380db6dde830144d828d93524ea10813c0a8a638c21a99126b	761373e2bcfddaab86157e22b62a8e380ff5e99c	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:361	not-applicable-no-declaration
api-evangelist/fhir	openapi/fhir-immunization-api-openapi.yml	7f824366b1c1f7d4f0c68a8a35268c841d7836d68e44c3f4cdc206a93efd9e1f	761373e2bcfddaab86157e22b62a8e380ff5e99c	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:362	not-applicable-no-declaration
api-evangelist/fhir	openapi/fhir-location-api-openapi.yml	83fd28a16c1af37b5ca2b52cb1555ab2fdc5308763946d5e2df5eb942896803c	761373e2bcfddaab86157e22b62a8e380ff5e99c	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:363	not-applicable-no-declaration
api-evangelist/fhir	openapi/fhir-media-api-openapi.yml	a6bfd11096163b62a99b531aae222e3cd233ec8e284e793e1cf63bfae4f72566	761373e2bcfddaab86157e22b62a8e380ff5e99c	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:364	not-applicable-no-declaration
api-evangelist/fhir	openapi/fhir-medication-api-openapi.yml	a9717f6f644dadd2b753cf04567e503b68a793c37e14e5aa7a88da82bed23170	761373e2bcfddaab86157e22b62a8e380ff5e99c	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:365	not-applicable-no-declaration
api-evangelist/fhir	openapi/fhir-medication-request-api-openapi.yml	dccfced64efefc9dbf0c4fc88af17328d1b1713e295220a6532b659ce9d1497b	761373e2bcfddaab86157e22b62a8e380ff5e99c	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:366	not-applicable-no-declaration
api-evangelist/fhir	openapi/fhir-medicationdispense-api-openapi.yml	526037f6884eb0daa25e46b5813d33ec710f963c71e80b82ecfb4356362fe48a	761373e2bcfddaab86157e22b62a8e380ff5e99c	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:367	not-applicable-no-declaration
api-evangelist/fhir	openapi/fhir-metadata-api-openapi.yml	20a07facc172b1421d1953f9f437c38a073cbd7c3ab236820bdcb051fffa8d54	761373e2bcfddaab86157e22b62a8e380ff5e99c	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:368	not-applicable-no-declaration
api-evangelist/fhir	openapi/fhir-observation-api-openapi.yml	48ec29684f8c5cc76c19e0bc40dfc0dca92e3e8847cef256fc27868eaaf95196	761373e2bcfddaab86157e22b62a8e380ff5e99c	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:369	not-applicable-no-declaration
api-evangelist/fhir	openapi/fhir-organization-api-openapi.yml	ce2a4f54e66e4383c442a619c61f0cdc5e6c587e6639385c5685b8f10adaecb1	761373e2bcfddaab86157e22b62a8e380ff5e99c	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:370	not-applicable-no-declaration
api-evangelist/fhir	openapi/fhir-patient-api-openapi.yml	4c3cd758b87c21aa2994a79b91e08e534cc07926963bcd4ce57810451fe7dd4d	761373e2bcfddaab86157e22b62a8e380ff5e99c	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:371	not-applicable-no-declaration
api-evangelist/fhir	openapi/fhir-practitioner-api-openapi.yml	f6bb47e2ceec8fe64a2ea8a5954c6f8410f2e1cda1ecbbce0e4458f60b053327	761373e2bcfddaab86157e22b62a8e380ff5e99c	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:372	not-applicable-no-declaration
api-evangelist/fhir	openapi/fhir-practitioner-role-api-openapi.yml	defdb17e14e34f8351a10dfac76da8ac93fb064b454a1aabcb68c3c92279a807	761373e2bcfddaab86157e22b62a8e380ff5e99c	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:373	not-applicable-no-declaration
api-evangelist/fhir	openapi/fhir-procedure-api-openapi.yml	89923c36ad5dfc1c98cdcbce9b8aa6a55f2763143a94bd5ab2f8fdfd761d5d3c	761373e2bcfddaab86157e22b62a8e380ff5e99c	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:374	not-applicable-no-declaration
api-evangelist/fhir	openapi/fhir-provenance-api-openapi.yml	440fabd1479c59211cd13a9832986734d41889c7dd3764d8cb57789f46e44837	761373e2bcfddaab86157e22b62a8e380ff5e99c	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:375	not-applicable-no-declaration
api-evangelist/fhir	openapi/fhir-questionnaire-api-openapi.yml	092163bf7201e1699697386617bad526dfa1a451878be5410673a456e2f20dd1	761373e2bcfddaab86157e22b62a8e380ff5e99c	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:376	not-applicable-no-declaration
api-evangelist/fhir	openapi/fhir-questionnaireresponse-api-openapi.yml	1fdc6a3c457262f15611fb70e24412294a57d34ccb67c4de58b2e8494507c65c	761373e2bcfddaab86157e22b62a8e380ff5e99c	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:377	not-applicable-no-declaration
api-evangelist/fhir	openapi/fhir-relatedperson-api-openapi.yml	2d01bd18e900aed4bca10aca60e48b7d370fd55122dc2ea972266f69764e3a1d	761373e2bcfddaab86157e22b62a8e380ff5e99c	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:378	not-applicable-no-declaration
api-evangelist/fhir	openapi/fhir-servicerequest-api-openapi.yml	92b885d7b8d48fcf40346df1ff0c05fac74fb760fd2e5c78b92e7d772fc5dbf1	761373e2bcfddaab86157e22b62a8e380ff5e99c	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:379	not-applicable-no-declaration
api-evangelist/fhir	openapi/fhir-specimen-api-openapi.yml	30ba8ad759a36a0a3c5b0decfe70365a85324ba987f3c0be5066e2ff06adeea6	761373e2bcfddaab86157e22b62a8e380ff5e99c	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:380	not-applicable-no-declaration
api-evangelist/finos	openapi/_original/finos-symphony-authenticator-api-openapi.yml	c7962b9f35b58414f8c056c765949b8ce0c544bc1f9a8529db70aa9bd372adf5	94cde0c9dcf327feb098449509ac4f9d5a37b007	github-code-search	excluded-non-openapi-3	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	excluded-non-openapi-3	witness-search-github-code-search/candidates.jsonl:381	not-applicable-no-declaration
api-evangelist/first-american-financial	openapi/_original/first-american-financial-4506c-openapi.yml	3a7518ebb4ed1dea9eba24dd7a0d2121e9578bd3e37401c6989528240f080872	190a9d15a0632b5db1f6b5159a61c3ef166038d2	github-code-search	excluded-non-openapi-3	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	excluded-non-openapi-3	witness-search-github-code-search/candidates.jsonl:382	not-applicable-no-declaration
api-evangelist/first-american-financial	openapi/_original/first-american-financial-bankruptcy-openapi.yml	c390f9823e23e9bf29779c91ca8d53a456516361c590581f99e5b916776365e2	190a9d15a0632b5db1f6b5159a61c3ef166038d2	github-code-search	excluded-non-openapi-3	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	excluded-non-openapi-3	witness-search-github-code-search/candidates.jsonl:383	not-applicable-no-declaration
api-evangelist/first-american-financial	openapi/_original/first-american-financial-clearsearch-openapi.yml	9f344d9f83a1a6818484eb0de47604e68a342f6d5532658af376e6bb9a6aa438	190a9d15a0632b5db1f6b5159a61c3ef166038d2	github-code-search	excluded-non-openapi-3	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	excluded-non-openapi-3	witness-search-github-code-search/candidates.jsonl:384	not-applicable-no-declaration
api-evangelist/first-american-financial	openapi/_original/first-american-financial-income-estimate-openapi.yml	57b90a19e080ab5a5482e379802450537e1a84cc82578f1e69824a4d12ed63c5	190a9d15a0632b5db1f6b5159a61c3ef166038d2	github-code-search	excluded-non-openapi-3	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	excluded-non-openapi-3	witness-search-github-code-search/candidates.jsonl:385	not-applicable-no-declaration
api-evangelist/first-american-financial	openapi/_original/first-american-financial-liens-judgments-fcra-openapi.yml	3cd28c79ca7e9ab41666942ca7f327c7e532abbf1d08ddd47d4d725c4253a65a	190a9d15a0632b5db1f6b5159a61c3ef166038d2	github-code-search	excluded-non-openapi-3	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	excluded-non-openapi-3	witness-search-github-code-search/candidates.jsonl:386	not-applicable-no-declaration
api-evangelist/first-american-financial	openapi/_original/first-american-financial-liens-judgments-non-fcra-openapi.yml	37576b703c7a9df96a28897709ab2e7d77d51765c06484d1664aff5abaf2d638	190a9d15a0632b5db1f6b5159a61c3ef166038d2	github-code-search	excluded-non-openapi-3	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	excluded-non-openapi-3	witness-search-github-code-search/candidates.jsonl:387	not-applicable-no-declaration
api-evangelist/first-american-financial	openapi/_original/first-american-financial-nmls-openapi.yml	ee2bcf5d07cc9f837486ae5ae1c6eaa4794011d3142187b1152003592df91f3b	190a9d15a0632b5db1f6b5159a61c3ef166038d2	github-code-search	excluded-non-openapi-3	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	excluded-non-openapi-3	witness-search-github-code-search/candidates.jsonl:388	not-applicable-no-declaration
api-evangelist/first-american-financial	openapi/_original/first-american-financial-occupancy-openapi.yml	e4d23170481d3e6b8d59c757a16c50c134bc84156a49c2e4fb3e0a200a3c2ea4	190a9d15a0632b5db1f6b5159a61c3ef166038d2	github-code-search	excluded-non-openapi-3	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	excluded-non-openapi-3	witness-search-github-code-search/candidates.jsonl:389	not-applicable-no-declaration
api-evangelist/first-american-financial	openapi/_original/first-american-financial-scra-openapi.yml	53d1a337e387190031f9c7948de3d4601c198dda5af404d0cda133de1034675e	190a9d15a0632b5db1f6b5159a61c3ef166038d2	github-code-search	excluded-non-openapi-3	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	excluded-non-openapi-3	witness-search-github-code-search/candidates.jsonl:390	not-applicable-no-declaration
api-evangelist/first-american-financial	openapi/_original/first-american-financial-watchlist-openapi.yml	cd715dfa1789332d41bbfbb30dcfe6db4596fa502e120df61f03ac6f9fbaff45	190a9d15a0632b5db1f6b5159a61c3ef166038d2	github-code-search	excluded-non-openapi-3	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	excluded-non-openapi-3	witness-search-github-code-search/candidates.jsonl:391	not-applicable-no-declaration
api-evangelist/flipp-wishabi	openapi/_original/flipp-wishabi-flyerkit-openapi.yml	f9fe4cbf23189d16ee168f68f5801e51c2206aba7e753a089af5d89f316953a5	f17611aa26e0ccc6c1bd86035543d9dae891cd96	github-code-search	excluded-non-openapi-3	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	excluded-non-openapi-3	witness-search-github-code-search/candidates.jsonl:392	not-applicable-no-declaration
api-evangelist/flume-health	openapi/_original/flume-health-console-api-openapi.yml	19ac86aeba3189f3293ecad15eb943e48f5aaa6e175f1a10fa7fa8156cedc317	2aac3dec197217a4b43d12a03c212aeb0dd44911	github-code-search	excluded-non-openapi-3	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	excluded-non-openapi-3	witness-search-github-code-search/candidates.jsonl:393	not-applicable-no-declaration
api-evangelist/fraud-net	openapi/fraud-net-banking-fintech-api-openapi.yml	5dd38a18248ce725184eedae4ea748f4110eeb6d98f8fc5d5674ca0955418a91	135eca03d64b3d7d44c87df863563250b662913f	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:394	not-applicable-no-declaration
api-evangelist/fraud-net	openapi/fraud-net-commerce-api-openapi.yml	676c1d599c3323794e0adece6076ef11c78105744c71638a356ff86f81ce0a39	135eca03d64b3d7d44c87df863563250b662913f	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:395	not-applicable-no-declaration
api-evangelist/fraud-net	openapi/fraud-net-identity-api-openapi.yml	ad1a6be450d11bac690638dd4427e054634e5277b3e91e5b8bc5124ebcdfa506	135eca03d64b3d7d44c87df863563250b662913f	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:396	not-applicable-no-declaration
api-evangelist/genesys	openapi/genesys-operational-events-api-openapi.yml	5b52040a943f3cb76086bb695638047a0852a6f0142e580c985304d7aec85f17	6564d17765067eb60af1780909d0cdee1e37cdb8	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:397	not-applicable-no-declaration
api-evangelist/getir	openapi/_original/getir-food-openapi.yml	ab47f431afe20fae803c819d9d3db5dccfb6face81381831f9b68d61c41c203e	6dc6be6998c65b2de68e62e94beb9402de4803c8	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:398	not-applicable-no-declaration
api-evangelist/golem-cloud	openapi/_original/golem-cloud-openapi.yml	de75d57445b4ab854d3a81aaf0983ae568c592907cda0626c987a7f249ce0470	7952ae2b9963cb79e540fdf6c43ab647c636c924	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:399	not-applicable-no-declaration
