repository	path	sha256	pinned_refs	sources	classification	declared_keys	licence	ref_screen	fern	disposition	evidence	screen_evidence
api-evangelist/microsoft-azure	openapi/microsoft-azure-nspprofiles-api-openapi.yml	29dd3e4c242a04fdcd145ddef9def4b4a77f5d21a1b3696fc271887d77b7157e	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:966	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-nssfdeployments-api-openapi.yml	e9b50ea73efbf9c588783775826d0aed511d66a7fdfc707aa73cae2421b8ac6f	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:967	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-numberroutingvalidation-api-openapi.yml	4224ff0ba92c84672b50850be03e8bb3dc2bfebb5167d31609e03d8db9506d0e	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:968	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-observabilityservices-api-openapi.yml	14b11e3e82e77379b87b90279e90e80d555968aa322d2b0c0ab745cfbfe548cf	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:969	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-openid-metadata-discovery-api-openapi.yml	1a66c5316c2a6a211dfc60df5441cedd949778bf3d6de1f6b1a3d13d3d3e5cb8	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:970	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-openshiftclusters-api-openapi.yml	e9e9a565185fb68231d1906bb5ffe6b96ad561540a138174508b348d8a01b205	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:971	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-operation-status-api-openapi.yml	48de878749ce7f29420e68ee5d1fe2ebae43875894588ba87ff37c87f4340b09	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:972	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-operationresults-api-openapi.yml	57be457163a122c542637e41a5cd5df3b2e4efbfa05ebda198f949d0d28873b8	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:973	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-operations-in-a-cluster-api-openapi.yml	fa285d4d15ba2271adb24d8fe8ff96017b70378ff021d62df50a148a0e91b2d2	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:974	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-operationsstatus-api-openapi.yml	4119f7ff5cce929e897088c592fba5d8a81458240621357e71a45cd1df5d8dbe	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:975	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-operator-api-openapi.yml	9f198d804bb04f946bef9411cd64d6e6100abf60e8f5663c3566bb469ed8ed91	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:976	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-orchestratorinstance-api-openapi.yml	9cdf584b0053243117d66ec8a17eeb7d3c19a55dcecf654bdeeb2b7e3bf90972	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:977	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-orchestratorinstancelist-api-openapi.yml	ded911e2072306db9ba0d1275af8f078c0e93537f87e4d9e66ff06f488c92e21	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:978	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-order-api-openapi.yml	c013a75d0bdaa1c4baa9be5bbd43c8f950a1110ed06beda96fbe26ac6b464475	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:979	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-orders-api-openapi.yml	67eeaf7a6ee2f750160bf0c139102f20b28311efcf847c8dd010adc0a519e086	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:980	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-organization-api-openapi.yml	4de10d5b265f6f0e883a98ad31c42f375d6a85b7005fd720bdd29e9742f34c82	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:981	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-organizations-api-openapi.yml	84a89a35cdadd68760c69818b7d624237024c5d38beed463b03449f8979f0fcb	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:982	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-origingroups-api-openapi.yml	f9a0c2c5a2341bc2c8ce9107d926d39755aafcb6c2b52350f8c9a25cdf71665b	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:983	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-origins-api-openapi.yml	9dd59f2b23e50cff1724b29def6c3599f143ced2c4087f3404172b3cb84fbbcf	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:984	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-oucontainer-api-openapi.yml	17b57934a5de78a18e34dc3dab0b94d2422d27d20502d25c5839d10bc5a30bce	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:985	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-outboundendpoints-api-openapi.yml	26bb737b841ef1059c9e7b65912fd233f0f5e33007ca5758f655be6206c0e7b6	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:986	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-outboundnetworkdependenciesendpoints-api-openapi.yml	f94ffa445857d044891acfde9a30f8e338f77d7ac7591c2b27becf2991f2aa8c	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:987	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-p2svpngateways-api-openapi.yml	904cb207386821166d83ce08f193bbdc0998975ca98dbc0d1ffcfb9a8f313835	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:988	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-participants-api-openapi.yml	6e9cd1242fa6878425b0702a3dab258872197071c11834d619837e6f473c5864	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:989	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-partner-configurations-api-openapi.yml	ce75a15521cfef83f7636f9ea2acbea6972aa3682de1a2cac1e5a52b7a7ce9b0	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:990	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-partnerinventory-api-openapi.yml	c774eb606607baded4a5dfc407865f133ee89443928221394a451d39c9746f96	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:991	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-partnernamespaces-api-openapi.yml	9ec52c6eebd4bbe87e86bf810ee8218523a1d84ba6ad6fcced7b6feab0702252	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:992	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-partnerregistrations-api-openapi.yml	2aa987247ddadcd7b43f4a49415a625f00a723cfe9236fc2e4559b1564d6d07c	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:993	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-partnertopics-api-openapi.yml	a21b1f9bd1d5b568970757c9981e456a414c5a4bb903f37105da5f384f619ec6	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:994	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-payment-methods-api-openapi.yml	2b93b07d863d3bd9103e8f4586f7af59db40884723e2a7d7e317aab258c4ef94	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:995	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-pipelines-api-openapi.yml	3fb2f36b33cf71aae0cd2751c643fede7790a0ce48eb711feb74e7d45bc42f31	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:996	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-plan-api-openapi.yml	acf076aa1e380e0c3026bd596128497bb98b56fc468ce4d62baf645c6289dedf	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:997	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-policies-api-openapi.yml	47695d81c84a2471dd395846be3f6e2305458feff15c561fa320d8d445ac890a	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:998	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-policy-api-openapi.yml	734e93b62e643c048000a28a9869916ec8b66062b65dea8bd2a20e3d4bdd73ff	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:999	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-policyfragment-api-openapi.yml	a1ae37aac47c5bb17b4a35c52132f2034cb631434ce0d73a59d11a32f61fbebd	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:1000	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-pool-change-api-openapi.yml	7d526fbe107aef686b2f794214d5b7442e3447333f53939fd6ed168d42aa912f	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:1001	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-portalregistrypackage-api-openapi.yml	d8b44e87d8f1f85628e296d2d0c878bb94a961d6c2f779f10272f7edb5815150	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:1002	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-portaltenant-api-openapi.yml	1e4088456a7ca60cc276b9a9f7847fc4fa3ff0dccbb2b9f2d966784835624a5b	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:1003	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-postrules-api-openapi.yml	64a57b5831026551682265abb553ca8d213793f9e90bee22c8ef1f98573ad8c7	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:1004	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-preconfiguredendpoints-api-openapi.yml	c5837dcf91948b808b88a7d1e2b2499358f760fd54ee5e52ec12d5e4ac387671	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:1005	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-prefixlistlocalrulestack-api-openapi.yml	4fa60d39f92f381378dab8d67046ba033999a77374460bf01b3b43c3f1c627c1	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:1006	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-prerules-api-openapi.yml	feb2f59a7b4ec932bd3b8993324855c7974cc103ff94d23c75df1be131e1803a	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:1007	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-private-link-api-openapi.yml	2c3ed2a5547529c0fe56eacc930717d19890bf07e7e3b95540878eb8d04ea16b	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:1008	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-privateclouds-api-openapi.yml	044a2558795e38a1f799e7f8bd7877ccc14afaf794190794bcd87c5bbab8f380	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:1009	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-privateendpoint-api-openapi.yml	8585adfc2119af0845c5453bda129adc832e2c25c047b3bcfb392a9c6967d658	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:1010	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-privateendpointconnection-resource-api-openapi.yml	a186a0d1c60279bdf304384488a478a3d1eaf385676df248c32ce41b56829bc3	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:1011	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-privateendpointconnectioncontroller-api-openapi.yml	68189425d144b46b9a99de3ea7bc8017039842c6e788661648fadf211ed1a3c1	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:1012	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-privateendpointconnectionproxies-api-openapi.yml	4f3f07fc8fbc725c1b9431e645d44a2778011a637231d6bdb84c1480578378f1	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:1013	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-privateendpointconnectionproxycontroller-api-openapi.yml	1f3ad22beefe85a8e346286f57b07dc46bcd93144af60de04a4884c36c1bcef4	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:1014	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-privatelinkresourceoperations-api-openapi.yml	d6c79aea8cf73cb638c955b6ce1b4f54a9081ead21b96b20684a0e254956d1b9	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:1015	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-privatelinkresources-api-openapi.yml	cf2d0d19e6fb5e6225e34543a845875c9d3cc9737161b8fa420691298b51e2a5	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:1016	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-privatelinkresourcescontroller-api-openapi.yml	539f041120d0d5874d81e100dfa726cf7e3f68aad5476041738ba5c9a639f3c4	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:1017	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-privatelinkscopedresources-api-openapi.yml	5cd4910eb607eac324307bb1ec06dcfe5bc407e89e9a9d2f0166185ac1b286b9	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:1018	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-privatelinkserviceresourceoperationresults-api-openapi.yml	2ab3f52493ce35d8c0933a5086b34eb0b322c3669a2846fed1f3a841dc1638ac	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:1019	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-privatelinkservices-api-openapi.yml	6be4a0ce52baf7df14320fc0fc9a7c92f2111c2035d1d23e430bc33d6af490e0	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:1020	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-problemclassifications-api-openapi.yml	440a76bb0dbe6cf73e4a6d57c870e204f883bc54a5215c6707627a917bf72838	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:1021	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-product-api-openapi.yml	a5a6264680d441990d7bb5b9abcbf9a94c53e477831c2d2b4461ec25187bd826	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:1022	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-productapilink-api-openapi.yml	dcf22f24b8ecb762b9753249e81d81d0b2694401e16c2ef584571214b8937310	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:1023	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-productfamilymetadata-api-openapi.yml	9d6df1c01a9c385899d72f790f45e12cc885a177393da13ad37674eac73bf766	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:1024	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-productgrouplink-api-openapi.yml	1343e6fe3c028ba9953702839a5c2f56c9b45a4783ee8384edd6d9ff0b85d7dd	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:1025	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-productpolicy-api-openapi.yml	b91686a5f08bc92ebbf8bb30fd69d3e38d443a07913a9c48f1d6e72700272189	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:1026	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-products-api-openapi.yml	836012b03832656126dd37d2f69f229230c6d62cbd2a93b2b4c354c8a517c88c	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:1027	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-productsecrets-api-openapi.yml	402a888b3a58f89c2594fc96f5e14b64200e97a6f5ebdedb846bcd83791b0680	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:1028	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-professionalserviceoperations-api-openapi.yml	787ebb816363ecb98910d690e6b2f60c36369d7b4a6e33632f35b55d52861822	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:1029	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-professionalserviceresources-api-openapi.yml	22feeb8a040434a2a8f27cae4ed8310708828a7a534b94f3594f84b3c05036a1	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	does-not-declare	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	does-not-declare	witness-search-github-code-search/candidates.jsonl:1030	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-projects-api-openapi.yml	e6d883004cf0de4631efbfe641b2de7b655a294bd24c9477df40fcedd3f43bc4	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:1031	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-protecteditem-api-openapi.yml	446a3afaf3ceeb177ee72cea9e50de3a4c4f1897ee361170baa5891bc8307d10	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:1032	not-applicable-no-declaration
api-evangelist/microsoft-azure	openapi/microsoft-azure-protecteditemoperationresults-api-openapi.yml	004513a09d67f7217acda279a2ed97e6f28f5c79e2e6025803bd9dadd90d87d0	a3dc348266674bb8ab1373a0ceed7682b0568a54	github-code-search	parse-failure	none	not-applicable-no-declaration	not-applicable-no-declaration	not-applicable-no-declaration	parse-failure	witness-search-github-code-search/candidates.jsonl:1033	not-applicable-no-declaration
