source	key	selector	document	count
jentic	anyof-array-variant-struct-item	schema.anyOf>schema.type:primary=array&schema.items>schema.properties:non-empty	openapi/luma.com/main/1.0.0/openapi.json	1
jentic	anyof-array-variant-struct-item	schema.anyOf>schema.type:primary=array&schema.items>schema.properties:non-empty	openapi/openrouter.ai/main/1.0.0/meta/import/input-bundle.json	6
jentic	anyof-array-variant-struct-item	schema.anyOf>schema.type:primary=array&schema.items>schema.properties:non-empty	openapi/openrouter.ai/main/1.0.0/meta/import/input-entry.json	6
jentic	anyof-array-variant-struct-item	schema.anyOf>schema.type:primary=array&schema.items>schema.properties:non-empty	openapi/openrouter.ai/main/1.0.0/meta/import/output-bundle.json	6
jentic	anyof-array-variant-struct-item	schema.anyOf>schema.type:primary=array&schema.items>schema.properties:non-empty	openapi/openrouter.ai/main/1.0.0/meta/import/output-entry.json	6
jentic	anyof-array-variant-struct-item	schema.anyOf>schema.type:primary=array&schema.items>schema.properties:non-empty	openapi/openrouter.ai/main/1.0.0/openapi.json	6
jentic	anyof-array-variant-struct-item	schema.anyOf>schema.type:primary=array&schema.items>schema.properties:non-empty	openapi/respond.io/respond-io-api/2.0.0/meta/import/input-bundle.json	2
jentic	anyof-array-variant-struct-item	schema.anyOf>schema.type:primary=array&schema.items>schema.properties:non-empty	openapi/respond.io/respond-io-api/2.0.0/meta/import/input-entry.json	2
jentic	anyof-array-variant-struct-item	schema.anyOf>schema.type:primary=array&schema.items>schema.properties:non-empty	openapi/respond.io/respond-io-api/2.0.0/meta/import/output-bundle.json	2
jentic	anyof-array-variant-struct-item	schema.anyOf>schema.type:primary=array&schema.items>schema.properties:non-empty	openapi/respond.io/respond-io-api/2.0.0/meta/import/output-entry.json	2
jentic	anyof-array-variant-struct-item	schema.anyOf>schema.type:primary=array&schema.items>schema.properties:non-empty	openapi/respond.io/respond-io-api/2.0.0/openapi.json	2
jentic	anyof-array-variant-struct-item	schema.anyOf>schema.type:primary=array&schema.items>schema.properties:non-empty	openapi/sandbox.moffin.mx/main/0.1.0/meta/import/input-bundle.json	35
jentic	anyof-array-variant-struct-item	schema.anyOf>schema.type:primary=array&schema.items>schema.properties:non-empty	openapi/sandbox.moffin.mx/main/0.1.0/meta/import/input-entry.json	35
jentic	anyof-array-variant-struct-item	schema.anyOf>schema.type:primary=array&schema.items>schema.properties:non-empty	openapi/sandbox.moffin.mx/main/0.1.0/meta/import/output-bundle.json	35
jentic	anyof-array-variant-struct-item	schema.anyOf>schema.type:primary=array&schema.items>schema.properties:non-empty	openapi/sandbox.moffin.mx/main/0.1.0/meta/import/output-entry.json	35
jentic	anyof-array-variant-struct-item	schema.anyOf>schema.type:primary=array&schema.items>schema.properties:non-empty	openapi/sandbox.moffin.mx/main/0.1.0/openapi.json	35
jentic	anyof-array-variant-struct-item	schema.anyOf>schema.type:primary=array&schema.items>schema.properties:non-empty	openapi/stripe.com/main/2025-03-31.basil/meta/import/input-bundled.json	49
jentic	anyof-array-variant-struct-item	schema.anyOf>schema.type:primary=array&schema.items>schema.properties:non-empty	openapi/stripe.com/main/2025-03-31.basil/meta/import/input-entry.json	49
jentic	anyof-array-variant-struct-item	schema.anyOf>schema.type:primary=array&schema.items>schema.properties:non-empty	openapi/stripe.com/main/2025-03-31.basil/meta/import/output-bundled.json	49
jentic	anyof-array-variant-struct-item	schema.anyOf>schema.type:primary=array&schema.items>schema.properties:non-empty	openapi/stripe.com/main/2025-03-31.basil/meta/import/output-entry.json	49
jentic	anyof-array-variant-struct-item	schema.anyOf>schema.type:primary=array&schema.items>schema.properties:non-empty	openapi/stripe.com/main/2025-03-31.basil/openapi.json	49
jentic	anyof-array-variant-struct-item	schema.anyOf>schema.type:primary=array&schema.items>schema.properties:non-empty	openapi/stripe.com/stripe/2026-03-25.dahlia/openapi.json	62
jentic	anyof-array-variant-struct-item	schema.anyOf>schema.type:primary=array&schema.items>schema.properties:non-empty	openapi/timelyapp.com/main/V1/meta/import/input-bundle.json	1
jentic	anyof-array-variant-struct-item	schema.anyOf>schema.type:primary=array&schema.items>schema.properties:non-empty	openapi/timelyapp.com/main/V1/meta/import/input-entry.json	1
jentic	anyof-array-variant-struct-item	schema.anyOf>schema.type:primary=array&schema.items>schema.properties:non-empty	openapi/timelyapp.com/main/V1/meta/import/output-bundle.json	1
jentic	anyof-array-variant-struct-item	schema.anyOf>schema.type:primary=array&schema.items>schema.properties:non-empty	openapi/timelyapp.com/main/V1/meta/import/output-entry.json	1
jentic	anyof-array-variant-struct-item	schema.anyOf>schema.type:primary=array&schema.items>schema.properties:non-empty	openapi/timelyapp.com/main/V1/openapi.json	1
jentic	anyof-array-variant-struct-item	schema.anyOf>schema.type:primary=array&schema.items>schema.properties:non-empty	openapi/webflow.com/lucidtech-api/2023-03-01 16:45:37+00:00/meta/import/input-bundle.json	1
jentic	anyof-array-variant-struct-item	schema.anyOf>schema.type:primary=array&schema.items>schema.properties:non-empty	openapi/webflow.com/lucidtech-api/2023-03-01 16:45:37+00:00/meta/import/input-entry.json	1
jentic	anyof-array-variant-struct-item	schema.anyOf>schema.type:primary=array&schema.items>schema.properties:non-empty	openapi/webflow.com/lucidtech-api/2023-03-01 16:45:37+00:00/meta/import/output-bundle.json	1
jentic	anyof-array-variant-struct-item	schema.anyOf>schema.type:primary=array&schema.items>schema.properties:non-empty	openapi/webflow.com/lucidtech-api/2023-03-01 16:45:37+00:00/meta/import/output-entry.json	1
jentic	anyof-array-variant-struct-item	schema.anyOf>schema.type:primary=array&schema.items>schema.properties:non-empty	openapi/webflow.com/lucidtech-api/2023-03-01 16:45:37+00:00/openapi.json	1
jentic	anyof-array-variant-struct-item	schema.anyOf>schema.type:primary=array&schema.items>schema.properties:non-empty	openapi/webflow.com/main/2023-03-01T16:45:37Z/meta/import/input-bundle.json	1
jentic	anyof-array-variant-struct-item	schema.anyOf>schema.type:primary=array&schema.items>schema.properties:non-empty	openapi/webflow.com/main/2023-03-01T16:45:37Z/meta/import/input-entry.json	1
jentic	anyof-array-variant-struct-item	schema.anyOf>schema.type:primary=array&schema.items>schema.properties:non-empty	openapi/webflow.com/main/2023-03-01T16:45:37Z/meta/import/output-bundle.json	1
jentic	anyof-array-variant-struct-item	schema.anyOf>schema.type:primary=array&schema.items>schema.properties:non-empty	openapi/webflow.com/main/2023-03-01T16:45:37Z/meta/import/output-entry.json	1
jentic	anyof-array-variant-struct-item	schema.anyOf>schema.type:primary=array&schema.items>schema.properties:non-empty	openapi/webflow.com/main/2023-03-01T16:45:37Z/openapi.json	1
jentic	anyof-array-variant-struct-item	schema.anyOf>schema.type:primary=array&schema.items>schema.properties:non-empty	openapi/webflow.com/webflow-api/2023-03-01T16:45:37Z/meta/import/input-bundle.json	1
jentic	anyof-array-variant-struct-item	schema.anyOf>schema.type:primary=array&schema.items>schema.properties:non-empty	openapi/webflow.com/webflow-api/2023-03-01T16:45:37Z/meta/import/input-entry.json	1
jentic	anyof-array-variant-struct-item	schema.anyOf>schema.type:primary=array&schema.items>schema.properties:non-empty	openapi/webflow.com/webflow-api/2023-03-01T16:45:37Z/meta/import/output-bundle.json	1
jentic	anyof-array-variant-struct-item	schema.anyOf>schema.type:primary=array&schema.items>schema.properties:non-empty	openapi/webflow.com/webflow-api/2023-03-01T16:45:37Z/meta/import/output-entry.json	1
jentic	anyof-array-variant-struct-item	schema.anyOf>schema.type:primary=array&schema.items>schema.properties:non-empty	openapi/webflow.com/webflow-api/2023-03-01T16:45:37Z/openapi.json	1
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/7shifts.com/7-shifts/2023-05-01/meta/import/input-bundle.json	54
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/7shifts.com/7-shifts/2023-05-01/meta/import/input-entry.json	54
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/7shifts.com/7-shifts/2023-05-01/meta/import/output-bundle.json	54
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/7shifts.com/7-shifts/2023-05-01/meta/import/output-entry.json	54
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/7shifts.com/7-shifts/2023-05-01/openapi.json	54
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/api-{region}.sesametime.com/sesame-hr/3.0.0/meta/import/input-bundle.json	110
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/api-{region}.sesametime.com/sesame-hr/3.0.0/meta/import/input-entry.json	110
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/api-{region}.sesametime.com/sesame-hr/3.0.0/meta/import/output-bundle.json	110
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/api-{region}.sesametime.com/sesame-hr/3.0.0/meta/import/output-entry.json	110
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/api-{region}.sesametime.com/sesame-hr/3.0.0/openapi.json	110
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/api.0x.org/main/v2/meta/import/input-bundle.json	20
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/api.0x.org/main/v2/meta/import/input-entry.json	20
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/api.0x.org/main/v2/meta/import/output-bundle.json	20
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/api.0x.org/main/v2/meta/import/output-entry.json	20
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/api.0x.org/main/v2/openapi.json	20
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/attentivemobile.com/main/1.0.0/meta/import/input-bundle.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/attentivemobile.com/main/1.0.0/meta/import/input-entry.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/attentivemobile.com/main/1.0.0/meta/import/output-bundle.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/attentivemobile.com/main/1.0.0/meta/import/output-entry.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/attentivemobile.com/main/1.0.0/openapi.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/clockodo.com/clockodo-api/2026-03-24/meta/import/input-bundle.json	6
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/clockodo.com/clockodo-api/2026-03-24/meta/import/input-entry.json	6
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/clockodo.com/clockodo-api/2026-03-24/meta/import/output-bundle.json	6
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/clockodo.com/clockodo-api/2026-03-24/meta/import/output-entry.json	6
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/clockodo.com/clockodo-api/2026-03-24/openapi.json	6
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/cloudflare.com/main/4.0.0/meta/import/input-bundle.json	46
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/cloudflare.com/main/4.0.0/meta/import/input-entry.json	46
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/cloudflare.com/main/4.0.0/meta/import/output-bundle.json	46
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/cloudflare.com/main/4.0.0/meta/import/output-entry.json	46
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/cloudflare.com/main/4.0.0/openapi.json	46
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/count.co/main/1.0/meta/import/input-bundle.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/count.co/main/1.0/meta/import/input-entry.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/count.co/main/1.0/meta/import/output-bundle.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/count.co/main/1.0/meta/import/output-entry.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/count.co/main/1.0/openapi.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/cpy.re/peertube/7.1.0/meta/import/input-bundled.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/cpy.re/peertube/7.1.0/meta/import/input-entry.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/cpy.re/peertube/7.1.0/meta/import/output-bundled.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/cpy.re/peertube/7.1.0/meta/import/output-entry.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/cpy.re/peertube/7.1.0/openapi.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/cvent.com/main/ea/meta/import/input-bundle.json	6
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/cvent.com/main/ea/meta/import/input-entry.json	6
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/cvent.com/main/ea/meta/import/output-bundle.json	6
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/cvent.com/main/ea/meta/import/output-entry.json	6
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/cvent.com/main/ea/openapi.json	6
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/gcore.com/main/1.0.0/meta/import/input-bundle.json	18
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/gcore.com/main/1.0.0/meta/import/input-entry.json	18
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/gcore.com/main/1.0.0/meta/import/output-bundle.json	18
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/gcore.com/main/1.0.0/meta/import/output-entry.json	18
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/gcore.com/main/1.0.0/openapi.json	18
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/go.v7labs.com/main/0.1.0/meta/import/input-bundle.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/go.v7labs.com/main/0.1.0/meta/import/input-entry.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/go.v7labs.com/main/0.1.0/meta/import/output-bundle.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/go.v7labs.com/main/0.1.0/meta/import/output-entry.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/go.v7labs.com/main/0.1.0/openapi.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/griffin.com/main/1.0/meta/import/input-bundle.json	6
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/griffin.com/main/1.0/meta/import/input-entry.json	6
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/griffin.com/main/1.0/meta/import/output-bundle.json	6
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/griffin.com/main/1.0/meta/import/output-entry.json	6
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/griffin.com/main/1.0/openapi.json	6
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/huggingface.co/main/0.0.1/meta/import/input-bundle.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/huggingface.co/main/0.0.1/meta/import/input-entry.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/huggingface.co/main/0.0.1/meta/import/output-bundle.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/huggingface.co/main/0.0.1/meta/import/output-entry.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/huggingface.co/main/0.0.1/openapi.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/nansen.ai/main/1.0.0/meta/import/input-bundle.json	1690
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/nansen.ai/main/1.0.0/meta/import/input-entry.json	1690
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/nansen.ai/main/1.0.0/meta/import/output-bundle.json	1690
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/nansen.ai/main/1.0.0/meta/import/output-entry.json	1690
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/nansen.ai/main/1.0.0/openapi.json	1690
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/opensearch.org/main/0.2.0/meta/import/input-bundle.json	4
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/opensearch.org/main/0.2.0/meta/import/input-entry.json	4
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/opensearch.org/main/0.2.0/meta/import/output-bundle.json	4
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/opensearch.org/main/0.2.0/meta/import/output-entry.json	4
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/opensearch.org/main/0.2.0/openapi.json	4
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/packetfabric.com/main/2.0.0/meta/import/input-bundle.json	16
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/packetfabric.com/main/2.0.0/meta/import/input-entry.json	16
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/packetfabric.com/main/2.0.0/meta/import/output-bundle.json	16
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/packetfabric.com/main/2.0.0/meta/import/output-entry.json	16
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/packetfabric.com/main/2.0.0/openapi.json	16
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/pagerduty.com/pagerduty-api/2.0.0/meta/import/input-bundle.json	8
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/pagerduty.com/pagerduty-api/2.0.0/meta/import/input-entry.json	8
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/pagerduty.com/pagerduty-api/2.0.0/meta/import/output-bundle.json	8
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/pagerduty.com/pagerduty-api/2.0.0/meta/import/output-entry.json	8
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/pagerduty.com/pagerduty-api/2.0.0/openapi.json	8
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/paypal.com/paypal-catalog-products-v1/1.0/meta/import/input-bundle.json	8
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/paypal.com/paypal-catalog-products-v1/1.0/meta/import/input-entry.json	8
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/paypal.com/paypal-catalog-products-v1/1.0/meta/import/output-bundle.json	8
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/paypal.com/paypal-catalog-products-v1/1.0/meta/import/output-entry.json	8
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/paypal.com/paypal-catalog-products-v1/1.0/openapi.json	8
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/paypal.com/paypal-invoicing-api-v2/2.6/meta/import/input-bundle.json	12
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/paypal.com/paypal-invoicing-api-v2/2.6/meta/import/input-entry.json	12
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/paypal.com/paypal-invoicing-api-v2/2.6/meta/import/output-bundle.json	12
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/paypal.com/paypal-invoicing-api-v2/2.6/meta/import/output-entry.json	12
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/paypal.com/paypal-invoicing-api-v2/2.6/openapi.json	12
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/paypal.com/paypal-orders-api-v2/2.25/meta/import/input-bundle.json	10
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/paypal.com/paypal-orders-api-v2/2.25/meta/import/input-entry.json	10
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/paypal.com/paypal-orders-api-v2/2.25/meta/import/output-bundle.json	10
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/paypal.com/paypal-orders-api-v2/2.25/meta/import/output-entry.json	10
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/paypal.com/paypal-orders-api-v2/2.25/openapi.json	10
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/paypal.com/paypal-partner-referrals-v2/2.5/meta/import/input-bundle.json	4
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/paypal.com/paypal-partner-referrals-v2/2.5/meta/import/input-entry.json	4
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/paypal.com/paypal-partner-referrals-v2/2.5/meta/import/output-bundle.json	4
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/paypal.com/paypal-partner-referrals-v2/2.5/meta/import/output-entry.json	4
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/paypal.com/paypal-partner-referrals-v2/2.5/openapi.json	4
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/paypal.com/paypal-payments-api-v2/2.8/meta/import/input-bundle.json	8
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/paypal.com/paypal-payments-api-v2/2.8/meta/import/input-entry.json	8
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/paypal.com/paypal-payments-api-v2/2.8/meta/import/output-bundle.json	8
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/paypal.com/paypal-payments-api-v2/2.8/meta/import/output-entry.json	8
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/paypal.com/paypal-payments-api-v2/2.8/openapi.json	8
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/paypal.com/paypal-payments/2.8/meta/import/input-bundle.json	8
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/paypal.com/paypal-payments/2.8/meta/import/input-entry.json	8
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/paypal.com/paypal-payments/2.8/meta/import/output-bundle.json	8
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/paypal.com/paypal-payments/2.8/meta/import/output-entry.json	8
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/paypal.com/paypal-payments/2.8/openapi.json	8
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/paypal.com/paypal-subscriptions-api-v1/1.8/meta/import/input-bundle.json	16
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/paypal.com/paypal-subscriptions-api-v1/1.8/meta/import/input-entry.json	16
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/paypal.com/paypal-subscriptions-api-v1/1.8/meta/import/output-bundle.json	16
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/paypal.com/paypal-subscriptions-api-v1/1.8/meta/import/output-entry.json	16
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/paypal.com/paypal-subscriptions-api-v1/1.8/openapi.json	16
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/pdq.com/main/0.01-beta/meta/import/input-bundle.json	4
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/pdq.com/main/0.01-beta/meta/import/input-entry.json	4
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/pdq.com/main/0.01-beta/meta/import/output-bundle.json	4
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/pdq.com/main/0.01-beta/meta/import/output-entry.json	4
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/pdq.com/main/0.01-beta/openapi.json	4
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/rebilly.com/main/2.1/meta/import/input-bundle.json	34
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/rebilly.com/main/2.1/meta/import/input-entry.json	34
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/rebilly.com/main/2.1/meta/import/output-bundle.json	34
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/rebilly.com/main/2.1/meta/import/output-entry.json	34
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/rebilly.com/main/2.1/openapi.json	34
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/rebilly.com/rebilly-rest-api/2.1/meta/import/input-bundle.json	34
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/rebilly.com/rebilly-rest-api/2.1/meta/import/input-entry.json	34
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/rebilly.com/rebilly-rest-api/2.1/meta/import/output-bundle.json	34
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/rebilly.com/rebilly-rest-api/2.1/meta/import/output-entry.json	34
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/rebilly.com/rebilly-rest-api/2.1/openapi.json	34
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/render.com/main/1.0.0/meta/import/input-bundle.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/render.com/main/1.0.0/meta/import/input-entry.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/render.com/main/1.0.0/meta/import/output-bundle.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/render.com/main/1.0.0/meta/import/output-entry.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/render.com/main/1.0.0/openapi.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/respond.io/respond-io-api/2.0.0/meta/import/input-bundle.json	20
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/respond.io/respond-io-api/2.0.0/meta/import/input-entry.json	20
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/respond.io/respond-io-api/2.0.0/meta/import/output-bundle.json	20
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/respond.io/respond-io-api/2.0.0/meta/import/output-entry.json	20
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/respond.io/respond-io-api/2.0.0/openapi.json	20
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/runzero.com/main/4.0.250606.0/meta/import/input-bundled.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/runzero.com/main/4.0.250606.0/meta/import/input-entry.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/runzero.com/main/4.0.250606.0/meta/import/output-bundled.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/runzero.com/main/4.0.250606.0/meta/import/output-entry.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/runzero.com/main/4.0.250606.0/openapi.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/sandbox.linkcy.cloud/linkcy/1.78.0/meta/import/input-bundle.json	10
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/sandbox.linkcy.cloud/linkcy/1.78.0/meta/import/input-entry.json	10
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/sandbox.linkcy.cloud/linkcy/1.78.0/meta/import/output-bundle.json	10
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/sandbox.linkcy.cloud/linkcy/1.78.0/meta/import/output-entry.json	10
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/sandbox.linkcy.cloud/linkcy/1.78.0/openapi.json	10
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/shotstack.io/main/v1/meta/import/input-bundle.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/shotstack.io/main/v1/meta/import/input-entry.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/shotstack.io/main/v1/meta/import/output-bundle.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/shotstack.io/main/v1/meta/import/output-entry.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/shotstack.io/main/v1/openapi.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/shotstack.io/shotstack/v1/meta/import/input-bundle.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/shotstack.io/shotstack/v1/meta/import/input-entry.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/shotstack.io/shotstack/v1/meta/import/output-bundle.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/shotstack.io/shotstack/v1/meta/import/output-entry.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/shotstack.io/shotstack/v1/openapi.json	2
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/soundcloud.com/main/1.0.0/meta/import/input-bundled.json	6
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/soundcloud.com/main/1.0.0/meta/import/input-entry.json	6
jentic	anyof-sole-member	schema.anyOf:sole-member	openapi/soundcloud.com/main/1.0.0/meta/import/output-bundled.json	6
